"修复衣柜图鉴【世逸仙踪】不正确地发放【称号·瀚海千尘】的问题，已领取不正确称号的仙家弟子请留意邮箱内的补偿邮件。","通用调整"
"修复铭锋论剑战阶头衔未被正常重置为【通惠入微】的问题。","通用调整"
"修复斗法引导中，之前赛季已完成【加入阵营】引导的玩家无法完成【加入阵营】的问题，之前赛季已完成【斗法装备·全身】引导的玩家无法完成【斗法装备·全身】的问题；修复跳过引导后无法正常进入斗法玩法的问题。","通用调整"
"修复【破敌·随机】无法拾取的问题，本周已获取的【破敌·随机】将之后进行补偿。","通用调整"
"修复装备修理会导致斗法装备符咒和镶嵌丢失的问题。","通用调整"
"修复玉轮仙藏的区域任务中缺少地星铢·启阴*188的问题，已完成并缺少奖励的部分在12月16日6点前可获得补偿。","通用调整"
"现在组队时不再会默认打开同步任务状态，并且优化了同步任务在队伍面板中的状态图标和说明信息。","通用调整"
"修复经纬洞明可以探查到流琼秘屑的问题。","通用调整"
"修复秘椟成就：不可再生品、视线以内一个不留、国本初具统计不正确的问题。","通用调整"
"优化玉轮仙藏场景中龙星阵传送相关教学的逻辑。","通用调整"
"修复藏宝图寻宝完成后仍然不正确地累计“万宝归藏”任务进度的问题；相关榜单不受影响，照常统计。","通用调整"
"新增大地图中区域声望中不可再生秘椟开启数量的显示。","通用调整"
"修复了斗法世界首领不刷新日期的复活倒计时显示错误的问题。","通用调整"
"优化了过场动画“步云灾变·云洲惨变”的播放表现。","通用调整"
"修复三世书NPC邀请至仙府次数刷新异常问题。","通用调整"
"修复不能与邀请至仙府的风清洛进行千秋戏的问题。","通用调整"
"仙府更新：","仙府更新"
"仙府·福地开放水池建造功能","仙府更新"
"调整枕剑仙乡·卧云仙府及仙府·福地日常任务奖励","仙府更新"
"聊天频道仙府传送链接增加二次弹框确认","仙府更新"
"记忆之匣：","记忆之匣"
"1、记忆之匣场景中无法切换专精，无法进行装备升级操作。","记忆之匣"
"2、记忆之匣怪物难度会根据输出专精、治疗专精、防御专精的历史最高历世装等动态匹配，并依次根据怪物难度和通关时间录入排行榜。","记忆之匣"
"3、记忆之匣可手动补人，补人成功完成秘境不计入排行榜（场景中人数小于十人且队伍中人数小于十人时可开启补人）","记忆之匣"
"其他调整：","其他调整"
"天录馆的失神仙侍需完成天录馆相关主线才可看见。","其他调整"
"限时挑战中不可使用助战使。","其他调整"
"现在在阵营模式中不可携带助战使了。","其他调整"
"修复铃客职业玩家在疾跑状态空中变身翡翠廉，动画播放不正确的问题。","其他调整"
"优化了【聚气丹田】状态时（即可以使用开天一画的状态）的镜头变化体验。","其他调整"
"优化了玉鸣洲区域裂玉争鸣活动玉鸣镇石晶主卡住不动的问题。","其他调整"
"优化了阵营龙星阵的位置。","其他调整"
"调整了一些表现问题。","其他调整"
"未拾取的玉剑息现在会被邮寄到玩家的邮箱。","其他调整"
"好友福地增加未开启不可传送的限制。","其他调整"
"☆任务调整","任务调整"
"修复了部分列传任务中伤害数值不正确的问题。","任务调整"
"☆数值调整","数值调整"
"济云万法商店上架【天衣·次芳丛】外观头饰和外观护腕。外观上装和外观下装将于之后上架。上架【乐曲·获罪于天】、【乐曲·天书录名】。","数值调整"
"斗法玩法内的世界首领难度等级修正为480 。","数值调整"
"部分适用于合道1层的往期版本食物现在将只提供少量属性增益。","数值调整"
"修复了部分野外精英和首领的掉落物，数值，免控等级不正确的问题。","数值调整"
"☆玩法调整","玩法调整"
"血露薇悬赏·玉轮仙藏","玩法调整"
"随着对于「玉轮仙藏」探索的深入，「玉轮仙藏·赤羽」中将遭遇到新的首领敌人：严药童子、拔山鼠力士。修复「血露薇悬赏·玉轮仙藏」无法进行组队匹配的问题。当全队玩家均已完成“天录馆”、“青泠玉山”相关历程任务线后即可参与匹配。","玩法调整"
"☆界面调整","界面调整"
"修复匹配确认界面有时无法正确展示玩家头像及个人信息的问题。","界面调整"
"助战使及助战使装备，已激活时在商店中变为灰色并置于最后一页（重新打开商店刷新）。","界面调整"
"修复在某些情况下鼠标悬停于场景地图的部分图标时，会显示侠义任务信息提示的问题。","界面调整"
"请各位仙家弟子互相转告，合理安排游戏时间，提前做好下线准备，维护期间给您带来的不便，敬请谅解。祝大家游戏愉快！","问候语"
"《古剑奇谭网络版》项目组2021年12月15日","结尾"
